pool_size,coverage_mean,coverage_std,rel_residual
1,0.162464,0.035074,1.0000
2,0.111513,0.022415,0.6864
4,0.079318,0.015214,0.4882
8,0.057988,0.012129,0.3569
12,0.048364,0.010391,0.2977
16,0.042204,0.009362,0.2598
24,0.035124,0.007827,0.2162
32,0.031175,0.007306,0.1919
48,0.025949,0.006117,0.1597
64,0.022969,0.005669,0.1414
96,0.019296,0.004831,0.1188
128,0.017082,0.004474,0.1051
192,0.014435,0.003917,0.0889
# noise_floor,-0.000000
# c1,0.162464
# n_95,unreached
# nfe,6
# m,256
