pool_size,coverage_mean,coverage_std,rel_residual
1,0.136020,0.035967,1.0000
2,0.099047,0.026674,0.6952
4,0.069655,0.017499,0.4528
8,0.050864,0.013279,0.2979
12,0.041957,0.010785,0.2244
16,0.036707,0.008982,0.1811
24,0.031353,0.007733,0.1370
32,0.027903,0.007154,0.1086
48,0.024334,0.006521,0.0791
64,0.022100,0.005933,0.0607
96,0.019557,0.005311,0.0397
128,0.018048,0.005134,0.0273
192,0.016349,0.004634,0.0133
# noise_floor,0.014737
# c1,0.136020
# n_95,78
# nfe,2
