pool_size,coverage_mean,coverage_std,rel_residual
1,0.237989,0.030765,1.0000
2,0.176039,0.020823,0.6812
4,0.134633,0.014437,0.4682
8,0.104824,0.011016,0.3148
12,0.090438,0.010139,0.2407
16,0.082014,0.010343,0.1974
24,0.072219,0.008665,0.1470
32,0.067022,0.008564,0.1202
48,0.060489,0.007994,0.0866
64,0.056575,0.007727,0.0665
96,0.051915,0.007420,0.0425
128,0.049087,0.007129,0.0280
192,0.045575,0.006872,0.0099
# noise_floor,0.043653
# c1,0.237989
# n_95,83
# nfe,10
