pool_size,coverage_mean,coverage_std,rel_residual
1,0.243840,0.021364,1.0000
2,0.187973,0.014259,0.7041
4,0.148915,0.012278,0.4972
8,0.116576,0.009072,0.3259
12,0.101873,0.008860,0.2480
16,0.092973,0.008622,0.2009
24,0.083014,0.008691,0.1481
32,0.076666,0.008508,0.1145
48,0.069457,0.008074,0.0763
64,0.064964,0.007884,0.0525
96,0.059720,0.007694,0.0247
128,0.056299,0.007249,0.0066
192,0.052511,0.007110,-0.0135
# noise_floor,0.055053
