pool_size,coverage_mean,coverage_std,rel_residual
1,0.151377,0.038868,1.0000
2,0.111118,0.032142,0.6938
4,0.080667,0.020913,0.4622
8,0.059812,0.014401,0.3036
12,0.050640,0.012831,0.2339
16,0.044930,0.010828,0.1904
24,0.038673,0.009603,0.1428
32,0.034902,0.008437,0.1142
48,0.030680,0.007701,0.0821
64,0.028129,0.007178,0.0627
96,0.025372,0.006632,0.0417
128,0.023675,0.006214,0.0288
192,0.021540,0.005724,0.0126
# noise_floor,0.019890
# c1,0.151377
# n_95,81
# nfe,3
