pool_size,coverage_mean,coverage_std,rel_residual
1,0.153763,0.034089,1.0000
2,0.109988,0.025194,0.6804
4,0.080538,0.020014,0.4653
8,0.059627,0.014351,0.3126
12,0.049618,0.012040,0.2395
16,0.043778,0.010710,0.1969
24,0.037129,0.009091,0.1484
32,0.033453,0.008323,0.1215
48,0.029155,0.007194,0.0901
64,0.026499,0.006526,0.0707
96,0.023605,0.005983,0.0496
128,0.021833,0.005582,0.0367
192,0.019740,0.005255,0.0214
# noise_floor,0.016812
# c1,0.153763
# n_95,96
# nfe,2
