pool_size,coverage_mean,coverage_std,rel_residual
1,0.165037,0.057971,1.0000
2,0.115152,0.047769,0.6977
4,0.076290,0.030147,0.4623
8,0.048793,0.017780,0.2956
12,0.037547,0.012816,0.2275
16,0.031711,0.011232,0.1921
24,0.024289,0.008152,0.1472
32,0.020435,0.006866,0.1238
48,0.015747,0.005248,0.0954
64,0.013094,0.004573,0.0793
96,0.009808,0.003247,0.0594
128,0.008204,0.002831,0.0497
192,0.006201,0.002123,0.0376
# noise_floor,0.000000
