pool_size,coverage_mean,coverage_std,rel_residual
1,0.145419,0.042121,1.0000
2,0.097060,0.026714,0.6675
4,0.067826,0.018262,0.4664
8,0.047922,0.012816,0.3295
12,0.039033,0.010564,0.2684
16,0.033503,0.009441,0.2304
24,0.027078,0.007605,0.1862
32,0.023529,0.006727,0.1618
48,0.019080,0.005398,0.1312
64,0.016539,0.004838,0.1137
96,0.013535,0.004085,0.0931
128,0.011815,0.003611,0.0812
192,0.009770,0.003138,0.0672
# noise_floor,-0.000000
# c1,0.145419
# n_95,unreached
# nfe,3
# m,256
