pool_size,coverage_mean,coverage_std,rel_residual
1,0.179668,0.040443,1.0000
2,0.131166,0.031491,0.7300
4,0.094443,0.020515,0.5257
8,0.067765,0.013258,0.3772
12,0.055883,0.010480,0.3110
16,0.048230,0.009423,0.2684
24,0.040152,0.007925,0.2235
32,0.035091,0.007176,0.1953
48,0.029038,0.006266,0.1616
64,0.025488,0.005776,0.1419
96,0.021254,0.005145,0.1183
128,0.018731,0.004703,0.1043
192,0.015660,0.004310,0.0872
# noise_floor,-0.000000
# c1,0.179668
# n_95,unreached
# nfe,5
# m,256
