pool_size,coverage_mean,coverage_std,rel_residual
1,0.102709,0.027901,1.0000
2,0.064516,0.018987,0.6281
4,0.042643,0.013315,0.4152
8,0.026130,0.006778,0.2544
12,0.020615,0.007308,0.2007
16,0.015430,0.003512,0.1502
24,0.010023,0.002433,0.0976
32,0.008191,0.001987,0.0797
48,0.005372,0.001136,0.0523
64,0.004023,0.000911,0.0392
96,0.002819,0.000678,0.0274
128,0.002195,0.000519,0.0214
192,0.001622,0.000455,0.0158
# noise_floor,0.000000
