pool_size,coverage_mean,coverage_std,rel_residual
1,0.208086,0.038243,1.0000
2,0.154886,0.031029,0.6933
4,0.113414,0.018083,0.4541
8,0.086030,0.012047,0.2962
12,0.073241,0.010772,0.2225
16,0.065747,0.009482,0.1793
24,0.057419,0.008387,0.1313
32,0.052313,0.007433,0.1018
48,0.046656,0.007057,0.0692
64,0.043155,0.006453,0.0490
96,0.039481,0.006279,0.0279
128,0.037116,0.006040,0.0142
192,0.034238,0.005689,-0.0024
# noise_floor,0.034650
# c1,0.208086
# n_95,63
# nfe,8
