pool_size,coverage_mean,coverage_std,rel_residual
1,0.196472,0.035208,1.0000
2,0.146407,0.024886,0.7452
4,0.107379,0.017938,0.5465
8,0.079001,0.011869,0.4021
12,0.066593,0.010144,0.3389
16,0.058604,0.009218,0.2983
24,0.049819,0.007939,0.2536
32,0.044288,0.007522,0.2254
48,0.037675,0.006701,0.1918
64,0.033650,0.006338,0.1713
96,0.028865,0.005792,0.1469
128,0.026063,0.005506,0.1327
192,0.022416,0.005026,0.1141
# noise_floor,-0.000000
# c1,0.196472
# n_95,unreached
# nfe,10
# m,256
