pool_size,coverage_mean,coverage_std,rel_residual
1,0.240465,0.019982,1.0000
2,0.190199,0.017392,0.7355
4,0.151737,0.011912,0.5331
8,0.120084,0.008876,0.3665
12,0.105865,0.009209,0.2917
16,0.096737,0.008298,0.2436
24,0.085842,0.007570,0.1863
32,0.079473,0.007562,0.1528
48,0.071495,0.007141,0.1108
64,0.066781,0.007032,0.0860
96,0.061079,0.006618,0.0560
128,0.057751,0.006596,0.0385
192,0.053489,0.006344,0.0160
# noise_floor,0.050443
