pool_size,coverage_mean,coverage_std,rel_residual
1,0.163121,0.039265,1.0000
2,0.105361,0.023469,0.6459
4,0.069739,0.016011,0.4275
8,0.042031,0.008589,0.2577
12,0.031597,0.006689,0.1937
16,0.025032,0.005858,0.1535
24,0.018319,0.004425,0.1123
32,0.014869,0.003726,0.0912
48,0.010937,0.002578,0.0670
64,0.008911,0.002085,0.0546
96,0.006825,0.001753,0.0418
128,0.005617,0.001312,0.0344
192,0.004277,0.001016,0.0262
# noise_floor,0.000000
