pool_size,coverage_mean,coverage_std,rel_residual
1,0.131915,0.032018,1.0000
2,0.083044,0.019246,0.6295
4,0.057654,0.013179,0.4371
8,0.038231,0.010211,0.2898
12,0.029291,0.008811,0.2220
16,0.024546,0.006809,0.1861
24,0.018710,0.005205,0.1418
32,0.015634,0.004255,0.1185
48,0.011703,0.003090,0.0887
64,0.009443,0.002335,0.0716
96,0.007206,0.001844,0.0546
128,0.005852,0.001482,0.0444
192,0.004542,0.001062,0.0344
# noise_floor,0.000000
