pool_size,coverage_mean,coverage_std,rel_residual
1,0.101103,0.022867,1.0000
2,0.071731,0.019693,0.7095
4,0.049738,0.013901,0.4920
8,0.034948,0.010271,0.3457
12,0.027690,0.008577,0.2739
16,0.023410,0.007494,0.2315
24,0.018488,0.005958,0.1829
32,0.015583,0.004932,0.1541
48,0.012202,0.004132,0.1207
64,0.010143,0.003557,0.1003
96,0.007962,0.002892,0.0787
128,0.006714,0.002427,0.0664
192,0.005149,0.001898,0.0509
# noise_floor,-0.000000
# c1,0.101103
# n_95,unreached
# nfe,1
