pool_size,coverage_mean,coverage_std,rel_residual
1,0.023249,0.010244,1.0000
2,0.013292,0.006040,0.5717
4,0.008505,0.003323,0.3658
8,0.005676,0.002559,0.2441
12,0.004639,0.001991,0.1995
16,0.003757,0.001636,0.1616
24,0.002780,0.001193,0.1196
32,0.002357,0.000998,0.1014
48,0.001780,0.000674,0.0766
64,0.001435,0.000571,0.0617
96,0.001041,0.000401,0.0448
128,0.000880,0.000393,0.0379
192,0.000642,0.000230,0.0276
# noise_floor,0.000000
