pool_size,coverage_mean,coverage_std,rel_residual
1,0.156170,0.045765,1.0000
2,0.111284,0.035023,0.7126
4,0.078850,0.022664,0.5049
8,0.055258,0.015153,0.3538
12,0.044605,0.011893,0.2856
16,0.038136,0.010158,0.2442
24,0.031035,0.008440,0.1987
32,0.026586,0.007408,0.1702
48,0.021476,0.006345,0.1375
64,0.018446,0.005653,0.1181
96,0.015023,0.004861,0.0962
128,0.013042,0.004235,0.0835
192,0.010630,0.003722,0.0681
# noise_floor,-0.000000
# c1,0.156170
# n_95,unreached
# nfe,3
# m,256
