pool_size,coverage_mean,coverage_std,rel_residual
1,0.192930,0.040602,1.0000
2,0.142524,0.032635,0.6895
4,0.104907,0.020331,0.4578
8,0.079100,0.013931,0.2988
12,0.067220,0.012222,0.2256
16,0.060235,0.010496,0.1826
24,0.052392,0.009361,0.1342
32,0.047699,0.008364,0.1053
48,0.042349,0.007723,0.0724
64,0.039123,0.007099,0.0525
96,0.035606,0.006776,0.0308
128,0.033472,0.006435,0.0177
192,0.030713,0.005997,0.0007
# noise_floor,0.030599
# c1,0.192930
# n_95,67
# nfe,6
