pool_size,coverage_mean,coverage_std,rel_residual
1,0.158251,0.036596,1.0000
2,0.107999,0.023469,0.6825
4,0.076165,0.015812,0.4813
8,0.055134,0.012189,0.3484
12,0.045666,0.010321,0.2886
16,0.039861,0.009525,0.2519
24,0.032923,0.007829,0.2080
32,0.029100,0.007258,0.1839
48,0.024052,0.006000,0.1520
64,0.021186,0.005546,0.1339
96,0.017700,0.004697,0.1118
128,0.015577,0.004266,0.0984
192,0.013057,0.003669,0.0825
# noise_floor,-0.000000
# c1,0.158251
# n_95,unreached
# nfe,5
# m,256
