pool_size,coverage_mean,coverage_std,rel_residual
1,0.108118,0.027400,1.0000
2,0.074841,0.021069,0.6922
4,0.051817,0.014252,0.4793
8,0.035011,0.010086,0.3238
12,0.027655,0.007540,0.2558
16,0.023447,0.006251,0.2169
24,0.018729,0.005093,0.1732
32,0.015867,0.004180,0.1468
48,0.012446,0.003621,0.1151
64,0.010530,0.003063,0.0974
96,0.008339,0.002395,0.0771
128,0.007090,0.002066,0.0656
192,0.005620,0.001669,0.0520
# noise_floor,-0.000000
# c1,0.108118
# n_95,unreached
# nfe,1
# m,256
