pool_size,coverage_mean,coverage_std,rel_residual
1,0.170304,0.032121,1.0000
2,0.118090,0.021421,0.6934
4,0.084557,0.014444,0.4965
8,0.062803,0.011732,0.3688
12,0.052860,0.010168,0.3104
16,0.046548,0.009307,0.2733
24,0.039074,0.007729,0.2294
32,0.034996,0.007291,0.2055
48,0.029377,0.006196,0.1725
64,0.026217,0.005774,0.1539
96,0.022213,0.004945,0.1304
128,0.019825,0.004590,0.1164
192,0.016910,0.004103,0.0993
# noise_floor,-0.000000
# c1,0.170304
# n_95,unreached
# nfe,8
# m,256
