pool_size,coverage_mean,coverage_std,rel_residual
1,0.177073,0.035924,1.0000
2,0.129744,0.026485,0.6795
4,0.099977,0.020333,0.4780
8,0.075081,0.015628,0.3094
12,0.064036,0.012094,0.2346
16,0.058113,0.010875,0.1945
24,0.050862,0.009838,0.1454
32,0.046435,0.009031,0.1154
48,0.041541,0.008393,0.0823
64,0.038655,0.007983,0.0628
96,0.035148,0.007276,0.0390
128,0.033137,0.006965,0.0254
192,0.030566,0.006451,0.0080
# noise_floor,0.029386
