pool_size,coverage_mean,coverage_std,rel_residual
1,0.223720,0.029298,1.0000
2,0.170288,0.021108,0.7067
4,0.127244,0.012972,0.4705
8,0.096826,0.009430,0.3035
12,0.082389,0.008611,0.2243
16,0.074143,0.007606,0.1790
24,0.065593,0.006864,0.1321
32,0.059823,0.006965,0.1005
48,0.053734,0.006165,0.0670
64,0.049895,0.005789,0.0460
96,0.045537,0.005227,0.0220
128,0.042994,0.005265,0.0081
192,0.039896,0.005010,-0.0089
# noise_floor,0.041520
# c1,0.223720
# n_95,61
# nfe,8
