pool_size,coverage_mean,coverage_std,rel_residual
1,0.184223,0.036967,1.0000
2,0.137841,0.025633,0.7008
4,0.101464,0.017010,0.4661
8,0.076615,0.012119,0.3058
12,0.064765,0.010242,0.2294
16,0.057837,0.008763,0.1847
24,0.050365,0.007784,0.1365
32,0.045735,0.007437,0.1066
48,0.040701,0.006826,0.0742
64,0.037646,0.006225,0.0545
96,0.034078,0.005682,0.0315
128,0.031934,0.005582,0.0176
192,0.029372,0.005195,0.0011
# noise_floor,0.029202
# c1,0.184223
# n_95,69
# nfe,4
