pool_size,coverage_mean,coverage_std,rel_residual
1,0.145184,0.039040,1.0000
2,0.100007,0.030931,0.6888
4,0.068519,0.020556,0.4719
8,0.044820,0.012844,0.3087
12,0.035246,0.010113,0.2428
16,0.029354,0.008619,0.2022
24,0.022560,0.006234,0.1554
32,0.018439,0.005315,0.1270
48,0.014018,0.003898,0.0966
64,0.011226,0.003092,0.0773
96,0.008139,0.002277,0.0561
128,0.006660,0.001920,0.0459
192,0.004916,0.001432,0.0339
# noise_floor,0.000000
