pool_size,coverage_mean,coverage_std,rel_residual
1,0.161779,0.035398,1.0000
2,0.112143,0.027857,0.6932
4,0.073976,0.016909,0.4573
8,0.047099,0.012340,0.2911
12,0.035924,0.008718,0.2221
16,0.030672,0.008079,0.1896
24,0.023456,0.005819,0.1450
32,0.019491,0.005057,0.1205
48,0.014783,0.003719,0.0914
64,0.012167,0.003350,0.0752
96,0.009089,0.002316,0.0562
128,0.007516,0.001996,0.0465
192,0.005663,0.001501,0.0350
# noise_floor,0.000000
