pool_size,coverage_mean,coverage_std,rel_residual
1,0.170963,0.023096,1.0000
2,0.124509,0.015217,0.7283
4,0.090120,0.010878,0.5271
8,0.061461,0.008757,0.3595
12,0.049623,0.006735,0.2903
16,0.041559,0.005419,0.2431
24,0.031915,0.004529,0.1867
32,0.026465,0.003745,0.1548
48,0.020319,0.003400,0.1189
64,0.016661,0.002768,0.0975
96,0.012729,0.002053,0.0745
128,0.010693,0.001789,0.0625
192,0.008158,0.001365,0.0477
# noise_floor,0.000000
