pool_size,coverage_mean,coverage_std,rel_residual
1,0.089069,0.021999,1.0000
2,0.055032,0.012546,0.6179
4,0.036315,0.008646,0.4077
8,0.021815,0.005122,0.2449
12,0.016595,0.003856,0.1863
16,0.013698,0.002991,0.1538
24,0.010478,0.002529,0.1176
32,0.008597,0.001921,0.0965
48,0.006587,0.001516,0.0740
64,0.005440,0.001316,0.0611
96,0.004147,0.001034,0.0466
128,0.003363,0.000865,0.0378
192,0.002609,0.000642,0.0293
# noise_floor,0.000000
