pool_size,coverage_mean,coverage_std,rel_residual
1,0.189865,0.036236,1.0000
2,0.140992,0.026271,0.7426
4,0.102972,0.018279,0.5423
8,0.075333,0.012067,0.3968
12,0.063202,0.010171,0.3329
16,0.055177,0.009299,0.2906
24,0.046750,0.007940,0.2462
32,0.041272,0.007463,0.2174
48,0.034894,0.006585,0.1838
64,0.030971,0.006200,0.1631
96,0.026371,0.005651,0.1389
128,0.023641,0.005258,0.1245
192,0.020175,0.004774,0.1063
# noise_floor,-0.000000
# c1,0.189865
# n_95,unreached
# nfe,8
# m,256
