pool_size,coverage_mean,coverage_std,rel_residual
1,0.018172,0.011309,1.0000
2,0.010130,0.005433,0.5575
4,0.006398,0.002965,0.3521
8,0.004016,0.001694,0.2210
12,0.003105,0.001312,0.1709
16,0.002635,0.001121,0.1450
24,0.002003,0.000832,0.1102
32,0.001707,0.000727,0.0939
48,0.001309,0.000533,0.0720
64,0.001107,0.000478,0.0609
96,0.000860,0.000371,0.0473
128,0.000730,0.000301,0.0402
192,0.000569,0.000252,0.0313
# noise_floor,0.000000
