pool_size,coverage_mean,coverage_std,rel_residual
1,0.138411,0.047132,1.0000
2,0.096628,0.035571,0.6981
4,0.067684,0.023417,0.4890
8,0.046741,0.015913,0.3377
12,0.037486,0.012776,0.2708
16,0.031520,0.010761,0.2277
24,0.025330,0.008758,0.1830
32,0.021532,0.007563,0.1556
48,0.017090,0.006212,0.1235
64,0.014507,0.005410,0.1048
96,0.011557,0.004463,0.0835
128,0.009891,0.003782,0.0715
192,0.007946,0.003207,0.0574
# noise_floor,-0.000000
# c1,0.138411
# n_95,unreached
# nfe,2
# m,256
