pool_size,coverage_mean,coverage_std,rel_residual
1,0.162066,0.036916,1.0000
2,0.120742,0.026403,0.7029
4,0.087573,0.017846,0.4644
8,0.065332,0.012443,0.3045
12,0.054676,0.010619,0.2278
16,0.048539,0.008933,0.1837
24,0.042096,0.007762,0.1374
32,0.038080,0.007238,0.1085
48,0.033654,0.006715,0.0767
64,0.030906,0.006130,0.0569
96,0.027882,0.005571,0.0352
128,0.025955,0.005457,0.0213
192,0.023852,0.005110,0.0062
# noise_floor,0.022990
# c1,0.162066
# n_95,72
# nfe,3
