pool_size,coverage_mean,coverage_std,rel_residual
1,0.136736,0.039904,1.0000
2,0.090548,0.025847,0.6622
4,0.061908,0.018820,0.4528
8,0.042540,0.012680,0.3111
12,0.034037,0.010280,0.2489
16,0.028559,0.008807,0.2089
24,0.022757,0.007143,0.1664
32,0.019463,0.006206,0.1423
48,0.015483,0.004823,0.1132
64,0.013221,0.004251,0.0967
96,0.010661,0.003595,0.0780
128,0.009208,0.003167,0.0673
192,0.007427,0.002702,0.0543
# noise_floor,-0.000000
# c1,0.136736
# n_95,unreached
# nfe,2
# m,256
