pool_size,coverage_mean,coverage_std,rel_residual
1,0.168185,0.032867,1.0000
2,0.121082,0.022432,0.7199
4,0.090140,0.016915,0.5360
8,0.066545,0.013003,0.3957
12,0.055593,0.011006,0.3305
16,0.049089,0.010045,0.2919
24,0.041487,0.008635,0.2467
32,0.036374,0.008092,0.2163
48,0.030164,0.007079,0.1793
64,0.026624,0.006267,0.1583
96,0.022349,0.005332,0.1329
128,0.019663,0.004745,0.1169
192,0.016468,0.004127,0.0979
# noise_floor,-0.000000
# c1,0.168185
# n_95,unreached
# nfe,6
# m,256
