pool_size,coverage_mean,coverage_std,rel_residual
1,0.209122,0.033595,1.0000
2,0.157784,0.022118,0.7000
4,0.117638,0.014955,0.4654
8,0.089437,0.010695,0.3005
12,0.076089,0.009621,0.2225
16,0.068027,0.008290,0.1754
24,0.060006,0.007516,0.1285
32,0.054666,0.007377,0.0973
48,0.049056,0.006714,0.0646
64,0.045412,0.006265,0.0433
96,0.041419,0.005675,0.0199
128,0.039003,0.005694,0.0058
192,0.035989,0.005443,-0.0118
# noise_floor,0.038010
# c1,0.209122
# n_95,58
# nfe,6
