pool_size,coverage_mean,coverage_std,rel_residual
1,0.035026,0.015998,1.0000
2,0.028985,0.012745,0.8275
4,0.025488,0.010911,0.7277
8,0.023054,0.009887,0.6582
12,0.022015,0.009450,0.6285
16,0.021343,0.009194,0.6094
24,0.020395,0.008786,0.5823
32,0.019834,0.008563,0.5663
48,0.019121,0.008236,0.5459
64,0.018663,0.008061,0.5328
96,0.018088,0.007847,0.5164
128,0.017673,0.007642,0.5046
192,0.017150,0.007415,0.4896
