pool_size,coverage_mean,coverage_std,rel_residual
1,0.153261,0.039166,1.0000
2,0.103371,0.025173,0.6745
4,0.072634,0.017201,0.4739
8,0.052176,0.012510,0.3404
12,0.042900,0.010385,0.2799
16,0.037220,0.009630,0.2429
24,0.030417,0.007807,0.1985
32,0.026721,0.007032,0.1744
48,0.021909,0.005752,0.1430
64,0.019203,0.005276,0.1253
96,0.015891,0.004425,0.1037
128,0.013952,0.003960,0.0910
192,0.011642,0.003451,0.0760
# noise_floor,-0.000000
# c1,0.153261
# n_95,unreached
# nfe,4
# m,256
