pool_size,coverage_mean,coverage_std,rel_residual
1,0.154828,0.034762,1.0000
2,0.109549,0.024680,0.7076
4,0.080622,0.018462,0.5207
8,0.058694,0.014142,0.3791
12,0.048393,0.011571,0.3126
16,0.042394,0.010652,0.2738
24,0.035317,0.009087,0.2281
32,0.030785,0.008288,0.1988
48,0.025086,0.007096,0.1620
64,0.021812,0.006065,0.1409
96,0.018011,0.005105,0.1163
128,0.015698,0.004464,0.1014
192,0.012917,0.003681,0.0834
# noise_floor,-0.000000
# c1,0.154828
# n_95,unreached
# nfe,4
# m,256
