pool_size,coverage_mean,coverage_std,rel_residual
1,0.178076,0.030299,1.0000
2,0.124158,0.020477,0.6972
4,0.089090,0.013566,0.5003
8,0.066539,0.011402,0.3737
12,0.056325,0.010079,0.3163
16,0.049908,0.009226,0.2803
24,0.042012,0.007675,0.2359
32,0.037811,0.007285,0.2123
48,0.031976,0.006272,0.1796
64,0.028616,0.005892,0.1607
96,0.024459,0.005068,0.1374
128,0.021927,0.004730,0.1231
192,0.018843,0.004259,0.1058
# noise_floor,-0.000000
# c1,0.178076
# n_95,unreached
# nfe,10
# m,256
