pool_size,coverage_mean,coverage_std,rel_residual
1,0.219578,0.035367,1.0000
2,0.163651,0.028903,0.6918
4,0.120685,0.016631,0.4550
8,0.090771,0.011089,0.2901
12,0.077249,0.009383,0.2156
16,0.069391,0.008275,0.1723
24,0.060879,0.007566,0.1254
32,0.055678,0.006646,0.0967
48,0.049868,0.006370,0.0647
64,0.046193,0.005847,0.0444
96,0.042367,0.005655,0.0233
128,0.039898,0.005447,0.0097
192,0.036807,0.005172,-0.0073
# noise_floor,0.038133
# c1,0.219578
# n_95,59
# nfe,10
