pool_size,coverage_mean,coverage_std,rel_residual
1,0.155409,0.061718,1.0000
2,0.102648,0.040046,0.6605
4,0.070269,0.026306,0.4522
8,0.045892,0.016568,0.2953
12,0.033745,0.011958,0.2171
16,0.028507,0.009952,0.1834
24,0.021960,0.008071,0.1413
32,0.018142,0.006335,0.1167
48,0.013523,0.004830,0.0870
64,0.011038,0.003928,0.0710
96,0.008630,0.003070,0.0555
128,0.007202,0.002626,0.0463
192,0.005587,0.002028,0.0359
# noise_floor,0.000000
