pool_size,coverage_mean,coverage_std,rel_residual
1,0.128291,0.038780,1.0000
2,0.084758,0.024962,0.6607
4,0.056742,0.017769,0.4423
8,0.038500,0.011981,0.3001
12,0.030326,0.009638,0.2364
16,0.025278,0.008091,0.1970
24,0.019901,0.006558,0.1551
32,0.016893,0.005589,0.1317
48,0.013335,0.004212,0.1039
64,0.011316,0.003613,0.0882
96,0.008996,0.003034,0.0701
128,0.007704,0.002565,0.0601
192,0.006146,0.002208,0.0479
# noise_floor,-0.000000
# c1,0.128291
# n_95,178
# nfe,1
# m,256
