pool_size,coverage_mean,coverage_std,rel_residual
1,0.079770,0.028323,1.0000
2,0.049292,0.016458,0.6179
4,0.030661,0.010779,0.3844
8,0.019229,0.007492,0.2411
12,0.012716,0.005259,0.1594
16,0.010343,0.004983,0.1297
24,0.006570,0.002947,0.0824
32,0.004915,0.002172,0.0616
48,0.003173,0.001368,0.0398
64,0.002328,0.000968,0.0292
96,0.001522,0.000657,0.0191
128,0.001146,0.000471,0.0144
192,0.000782,0.000305,0.0098
# noise_floor,0.000000
