pool_size,coverage_mean,coverage_std,rel_residual
1,0.200451,0.054160,1.0000
2,0.146498,0.032150,0.6794
4,0.111064,0.023234,0.4688
8,0.083369,0.014406,0.3042
12,0.070369,0.010830,0.2270
16,0.063152,0.010077,0.1841
24,0.054576,0.008686,0.1331
32,0.050286,0.007834,0.1076
48,0.044664,0.007105,0.0742
64,0.041618,0.006949,0.0561
96,0.037985,0.006389,0.0345
128,0.035773,0.006195,0.0214
192,0.032964,0.005816,0.0047
# noise_floor,0.032178
