pool_size,coverage_mean,coverage_std,rel_residual
1,0.126050,0.035863,1.0000
2,0.091214,0.026427,0.6258
4,0.065002,0.018378,0.3443
8,0.048635,0.013462,0.1685
12,0.042464,0.012024,0.1022
16,0.038833,0.010727,0.0632
24,0.035145,0.009935,0.0236
32,0.032936,0.009293,-0.0001
48,0.030478,0.008758,-0.0265
64,0.028998,0.008358,-0.0424
96,0.027318,0.008055,-0.0605
128,0.026202,0.007746,-0.0724
192,0.024845,0.007410,-0.0870
# noise_floor,0.032947
