pool_size,coverage_mean,coverage_std,rel_residual
1,0.125963,0.031016,1.0000
2,0.087907,0.023415,0.6979
4,0.062066,0.017012,0.4927
8,0.042935,0.012797,0.3409
12,0.034621,0.010276,0.2748
16,0.029611,0.008646,0.2351
24,0.023909,0.007189,0.1898
32,0.020479,0.006160,0.1626
48,0.016345,0.005330,0.1298
64,0.013864,0.004375,0.1101
96,0.011152,0.003558,0.0885
128,0.009532,0.003054,0.0757
192,0.007591,0.002458,0.0603
# noise_floor,-0.000000
# c1,0.125963
# n_95,unreached
# nfe,2
# m,256
