pool_size,coverage_mean,coverage_std,rel_residual
1,0.192286,0.037630,1.0000
2,0.141427,0.024294,0.6854
4,0.106532,0.018944,0.4696
8,0.081620,0.013200,0.3155
12,0.069188,0.011281,0.2386
16,0.062261,0.010980,0.1957
24,0.054039,0.009290,0.1449
32,0.049889,0.008957,0.1192
48,0.044413,0.008139,0.0853
64,0.041150,0.007690,0.0651
96,0.037439,0.007298,0.0422
128,0.035091,0.006970,0.0276
192,0.032382,0.006764,0.0109
# noise_floor,0.030621
# c1,0.192286
# n_95,82
# nfe,4
