pool_size,coverage_mean,coverage_std,rel_residual
1,0.155173,0.034912,1.0000
2,0.109558,0.027152,0.7060
4,0.074086,0.016274,0.4774
8,0.046943,0.011236,0.3025
12,0.035928,0.008261,0.2315
16,0.029722,0.006869,0.1915
24,0.022719,0.005143,0.1464
32,0.019183,0.004197,0.1236
48,0.014740,0.003093,0.0950
64,0.012142,0.002715,0.0782
96,0.009169,0.002013,0.0591
128,0.007720,0.001762,0.0498
192,0.005798,0.001337,0.0374
# noise_floor,0.000000
