pool_size,coverage_mean,coverage_std,rel_residual
1,0.202115,0.035685,1.0000
2,0.149340,0.024032,0.6869
4,0.113008,0.018027,0.4713
8,0.087185,0.013247,0.3181
12,0.074482,0.011642,0.2427
16,0.067218,0.010910,0.1996
24,0.058603,0.009478,0.1485
32,0.054194,0.009372,0.1223
48,0.048601,0.008590,0.0891
64,0.045176,0.008292,0.0688
96,0.041209,0.007890,0.0453
128,0.038782,0.007553,0.0309
192,0.035829,0.007154,0.0133
# noise_floor,0.033582
