pool_size,coverage_mean,coverage_std,rel_residual
1,0.120300,0.035018,1.0000
2,0.083664,0.027200,0.6955
4,0.058493,0.018524,0.4862
8,0.040090,0.012805,0.3333
12,0.032110,0.010732,0.2669
16,0.026840,0.008816,0.2231
24,0.021540,0.007272,0.1790
32,0.018160,0.006285,0.1510
48,0.014248,0.005124,0.1184
64,0.012014,0.004335,0.0999
96,0.009431,0.003515,0.0784
128,0.008028,0.002907,0.0667
192,0.006305,0.002404,0.0524
# noise_floor,-0.000000
# c1,0.120300
# n_95,unreached
# nfe,1
# m,256
