pool_size,coverage_mean,coverage_std,rel_residual
1,0.177289,0.030708,1.0000
2,0.129365,0.020364,0.7297
4,0.097225,0.015261,0.5484
8,0.072345,0.011957,0.4081
12,0.060913,0.010133,0.3436
16,0.054027,0.009408,0.3047
24,0.045998,0.008145,0.2595
32,0.040524,0.007818,0.2286
48,0.034040,0.006865,0.1920
64,0.030268,0.006267,0.1707
96,0.025595,0.005382,0.1444
128,0.022692,0.004847,0.1280
192,0.019202,0.004398,0.1083
# noise_floor,-0.000000
# c1,0.177289
# n_95,unreached
# nfe,8
# m,256
