pool_size,coverage_mean,coverage_std,rel_residual
1,0.182836,0.029475,1.0000
2,0.134529,0.018915,0.7358
4,0.101553,0.014622,0.5554
8,0.076062,0.011775,0.4160
12,0.064326,0.009842,0.3518
16,0.057206,0.009252,0.3129
24,0.048907,0.007991,0.2675
32,0.043319,0.007776,0.2369
48,0.036672,0.006790,0.2006
64,0.032674,0.006340,0.1787
96,0.027818,0.005515,0.1521
128,0.024763,0.005030,0.1354
192,0.021031,0.004626,0.1150
# noise_floor,-0.000000
# c1,0.182836
# n_95,unreached
# nfe,10
# m,256
