pool_size,coverage_mean,coverage_std,rel_residual
1,0.163175,0.024696,1.0000
2,0.121259,0.021521,0.6676
4,0.091829,0.015983,0.4342
8,0.070469,0.012961,0.2648
12,0.061326,0.011532,0.1923
16,0.055801,0.011066,0.1485
24,0.049311,0.010285,0.0970
32,0.045508,0.009776,0.0669
48,0.041301,0.009155,0.0335
64,0.038738,0.008708,0.0132
96,0.035858,0.008304,-0.0097
128,0.034147,0.008038,-0.0232
192,0.032046,0.007639,-0.0399
# noise_floor,0.037077
