pool_size,coverage_mean,coverage_std,rel_residual
1,0.120425,0.032440,1.0000
2,0.087593,0.026278,0.6928
4,0.062900,0.017949,0.4617
8,0.046167,0.013152,0.3052
12,0.038550,0.011390,0.2339
16,0.034076,0.010203,0.1920
24,0.028915,0.008799,0.1437
32,0.025903,0.007795,0.1155
48,0.022511,0.007086,0.0838
64,0.020412,0.006494,0.0642
96,0.018221,0.005966,0.0437
128,0.016958,0.005573,0.0318
192,0.015322,0.005085,0.0165
# noise_floor,0.013554
# c1,0.120425
# n_95,84
# nfe,2
