pool_size,coverage_mean,coverage_std,rel_residual
1,0.184431,0.038121,1.0000
2,0.135954,0.029024,0.7372
4,0.098395,0.019416,0.5335
8,0.071251,0.012680,0.3863
12,0.059254,0.010266,0.3213
16,0.051341,0.009281,0.2784
24,0.043191,0.007857,0.2342
32,0.037868,0.007300,0.2053
48,0.031669,0.006295,0.1717
64,0.027895,0.005889,0.1512
96,0.023491,0.005300,0.1274
128,0.020820,0.004913,0.1129
192,0.017578,0.004499,0.0953
# noise_floor,-0.000000
# c1,0.184431
# n_95,unreached
# nfe,6
# m,256
