pool_size,coverage_mean,coverage_std,rel_residual
1,0.176733,0.036090,1.0000
2,0.128143,0.024763,0.6784
4,0.096037,0.020896,0.4659
8,0.072814,0.014501,0.3122
12,0.061380,0.011974,0.2366
16,0.054891,0.011656,0.1936
24,0.047373,0.009811,0.1439
32,0.043285,0.009013,0.1168
48,0.038315,0.008094,0.0839
64,0.035332,0.007503,0.0642
96,0.031989,0.007038,0.0421
128,0.029805,0.006561,0.0276
192,0.027436,0.006218,0.0119
# noise_floor,0.025634
# c1,0.176733
# n_95,82
# nfe,3
